Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
INV-16679100037,01/02/19,2549,Hy-Vee Food Store / Indianola,910 N Jefferson,Indianola,50125,,91,WARREN,1031100,American Vodkas,195,Swell Liquor LLC,38058,Swell Vodka,12,1000,7.18,10.77,60,646.2,60,15.85
INV-16690700071,01/02/19,2619,Hy-Vee Wine and Spirits / WDM,1725  74th St,West Des Moines,50266,POINT (-93.808855 41.598515),77,POLK,1051100,American Brandies,205,E & J Gallo Winery,52595,E & J VS PET,12,750,6.5,9.75,12,117,9,2.37
INV-16701300004,01/02/19,5586,White Oak Station #86 / Hospers,107 Hospers Dr S,Hospers,51238,POINT (-95.907128 43.072147),84,SIOUX,1031100,American Vodkas,205,E & J Gallo Winery,36971,New Amsterdam 80prf,6,1750,14,21,6,126,10.5,2.77
INV-16677800047,01/02/19,3644,Wal-Mart 2764 / Altoona,3501  8th St SW,Altoona,50009,POINT (-93.505276 41.644195),77,POLK,1012100,Canadian Whiskies,55,SAZERAC NORTH AMERICA,11912,Caliber Canadian Whiskey,6,1750,8.72,13.08,6,78.48,10.5,2.77
INV-16690100030,01/02/19,3691,Target Store T-1791 / Urbandale,11148 Plum Dr,Urbandale,50322,POINT (-93.769776 41.646972),77,POLK,1081100,Coffee Liqueurs,370,PERNOD RICARD USA,67526,Kahlua Coffee,12,750,12.49,18.74,12,224.88,9,2.37
INV-16678000001,01/02/19,2532,Hy-Vee Food Store #2 / Des Moines,2540 E Euclid,Des Moines,50317,POINT (-93.569452 41.627838),77,POLK,1081400,American Schnapps,434,LUXCO INC,81206,Paramount Peppermint Schnapps,12,750,4,6,12,72,9,2.37
INV-16690700008,01/02/19,2619,Hy-Vee Wine and Spirits / WDM,1725  74th St,West Des Moines,50266,POINT (-93.808855 41.598515),77,POLK,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,11294,Crown Royal,24,375,8,12,3,36,1.12,0.29
INV-16701200027,01/02/19,4256,Fareway Stores #912 / Sioux Center,115  1st Ave NW,Sioux Center,51250,POINT (-96.176959 43.078003),84,SIOUX,1081400,American Schnapps,65,Jim Beam Brands,82820,Dekuyper Strawberry Pucker,12,750,6.5,9.75,2,19.42,1.5,0.39
INV-16680800076,01/02/19,2605,Hy-Vee Drugstore #5 / Cedar Rapids,2001 Blairs Ferry Road NE,Cedar Rapids,52402,POINT (-91.668909 42.034799),57,LINN,1071100,Cocktails /RTD,55,SAZERAC NORTH AMERICA,57125,Chi-Chi's Gold Margarita,6,1750,6.5,9.75,12,111.12,21,5.54
INV-16697300001,01/02/19,5504,Neighborhood Mart,2102 Lafayette St,Waterloo,50703,POINT (-92.313923 42.489893),7,BLACK HAWK,1031100,American Vodkas,434,LUXCO INC,36306,Hawkeye Vodka,12,750,3.34,5.01,12,60.12,9,2.37
INV-16689700001,01/02/19,5211,Kum & Go #129  /  Johnston,5225 NW  86th  St,Johnston,50131,POINT (-93.736395 41.655804),77,POLK,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,30,45,2,90,6,1.58
INV-16687900014,01/02/19,2529,Hy-Vee Drugstore #4 / Cedar Rapids,4825 Johnson Ave NW,Cedar Rapids,52405,POINT (-91.73337 41.968343),57,LINN,1011100,Blended Whiskies,65,Jim Beam Brands,24458,Kessler Blend Whiskey,6,1750,11,16.5,6,99,10.5,2.77
INV-16680400011,01/02/19,4636,Kwik Shop #561 / Cedar Rapids,2904 Center Point Rd NE,Cedar Rapids,52402,POINT (-91.662822 42.007194),57,LINN,1062400,Spiced Rum,260,DIAGEO AMERICAS,43336,Captain Morgan Original Spiced,12,750,9.06,13.59,6,81.54,4.5,1.18
INV-16690000025,01/02/19,5124,Price Chopper  /  Johnston,5440 NW  86th St,Johnston,50131,POINT (-93.738772 41.65919800000001),77,POLK,1071100,Cocktails /RTD,395,PROXIMO,58838,Jose Cuervo Authentic Lime Margarita,6,1750,8.74,13.11,6,78.66,10.5,2.77
INV-16687800011,01/02/19,4921,Market Express,5340 16th Ave SW,Cedar Rapids,52404,POINT (-91.739906 41.963888),57,LINN,1081400,American Schnapps,434,LUXCO INC,81204,Paramount Peppermint Schnapps,24,375,2.28,3.42,24,82.08,9,2.37
INV-16684300050,01/02/19,2624,Hy-Vee #2 / Dubuque,2395 NW Arterial Rd,Dubuque,52002,POINT (-90.741064 42.516633),31,DUBUQUE,1031100,American Vodkas,434,LUXCO INC,36304,Hawkeye Vodka,24,375,1.86,2.79,24,66.96,9,2.37
INV-16686300009,01/02/19,3774,Eagle Country Market / Dubuque,1800 Elm St,Dubuque,52001,POINT (-90.665763 42.511105),31,DUBUQUE,1011100,Blended Whiskies,65,Jim Beam Brands,24458,Kessler Blend Whiskey,6,1750,11,16.5,6,99,10.5,2.77
INV-16678600040,01/02/19,4641,Kum & Go #573 / SE 14th DM,5830 SE 14th St,Des Moines,50315,,77,POLK,1031100,American Vodkas,260,DIAGEO AMERICAS,37996,Smirnoff 80prf,12,750,8.25,12.38,12,148.56,9,2.37
INV-16697700037,01/02/19,3993,New Star Liquor / W 4th S / Waterloo,1625 West 4th St,Waterloo,50701,,7,BLACK HAWK,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64863,Fireball Cinnamon Whiskey,48,200,2.5,3.75,48,180,9.6,2.53
INV-16688300020,01/02/19,5176,Smokin' Joe's #15 Tobacco and Liquor Outlet,455 Edgewood Rd NW,Cedar Rapids,52405,POINT (-91.715903 41.97805),57,LINN,1012100,Canadian Whiskies,115,CONSTELLATION BRANDS INC,11788,Black Velvet,6,1750,10.45,15.68,6,94.08,10.5,2.77
INV-16679300046,01/02/19,4482,Indy 66 West #929 / Indianola,2001 W 2nd Ave,Indianola,50125,POINT (-93.58762800000001 41.356153),91,WARREN,1051100,American Brandies,205,E & J Gallo Winery,52594,E & J VS,24,375,3.49,5.24,4,20.96,1.5,0.39
INV-16679300038,01/02/19,4482,Indy 66 West #929 / Indianola,2001 W 2nd Ave,Indianola,50125,POINT (-93.58762800000001 41.356153),91,WARREN,1031100,American Vodkas,260,DIAGEO AMERICAS,37426,Popov 80prf PET,12,750,4.5,6.75,12,81,9,2.37
INV-16694000008,01/02/19,4310,Fareway Stores #502 / Cherokee,205 West Bluff St,Cherokee,51012,POINT (-95.551866 42.75508),18,CHEROKEE,1012100,Canadian Whiskies,55,SAZERAC NORTH AMERICA,12408,Canadian Ltd Whisky,6,1750,8.14,12.21,6,82.26,10.5,2.77
INV-16684300006,01/02/19,2624,Hy-Vee #2 / Dubuque,2395 NW Arterial Rd,Dubuque,52002,POINT (-90.741064 42.516633),31,DUBUQUE,1011200,Straight Bourbon Whiskies,260,DIAGEO AMERICAS,17086,Bulleit Bourbon,12,750,16,24,12,288,9,2.37
INV-16690500033,01/02/19,2665,Hy-Vee / Waukee,1005 E Hickman Rd,Waukee,50263,POINT (-93.854477 41.615059),25,DALLAS,1081100,Coffee Liqueurs,421,SAZERAC COMPANY  INC,67586,Kapali Coffee Liqueur,12,750,4.39,6.59,12,102.96,9,2.37
INV-16700300005,01/02/19,3742,Wal-Mart 1625 / Lemars,1111 Holton Dr,Lemars,51031,POINT (-96.185499 42.780675),75,Plymouth,1031100,American Vodkas,260,DIAGEO AMERICAS,37998,Smirnoff 80prf,6,1750,14.75,22.13,6,132.78,10.5,2.77
INV-16701300023,01/02/19,5586,White Oak Station #86 / Hospers,107 Hospers Dr S,Hospers,51238,POINT (-95.907128 43.072147),84,SIOUX,1081400,American Schnapps,434,LUXCO INC,81204,Paramount Peppermint Schnapps,24,375,2.28,3.42,6,20.52,2.25,0.59
INV-16696200063,01/02/19,2572,Hy-Vee Food Store / Cedar Falls,6301 University,Cedar Falls,50613,POINT (-92.435236 42.512789),7,BLACK HAWK,1031200,American Flavored Vodka,205,E & J Gallo Winery,36618,New Amsterdam Raspberry,12,750,7.5,11.25,3,33.75,2.25,0.59
INV-16677900029,01/02/19,3870,Target Store T-1939 / Altoona,3414 8th St SW,Altoona,50009,POINT (-93.503783 41.644024),77,POLK,1032200,Imported Flavored Vodka,115,CONSTELLATION BRANDS INC,33658,Svedka Mango Pineapple,12,750,8.25,12.38,12,148.56,9,2.37
INV-16683900003,01/02/19,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,50320,POINT (-93.596754 41.554101),77,POLK,1012400,Irish Whiskies,395,PROXIMO,15526,Bushmills Black Bush Irish Whiskey,12,750,20.9,31.35,1,31.35,0.75,0.19
INV-16678000075,01/02/19,2532,Hy-Vee Food Store #2 / Des Moines,2540 E Euclid,Des Moines,50317,POINT (-93.569452 41.627838),77,POLK,1081400,American Schnapps,65,Jim Beam Brands,82820,Dekuyper Strawberry Pucker,12,750,6.5,9.75,3,29.13,2.25,0.59
INV-16682300005,01/02/19,5060,L&M Mighty Shop,"504, E Burlington St",Iowa City,52240,POINT (-91.52843 41.657818),52,JOHNSON,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,11294,Crown Royal,24,375,8,12,1,12,0.37,0.09
INV-16694000046,01/02/19,4310,Fareway Stores #502 / Cherokee,205 West Bluff St,Cherokee,51012,POINT (-95.551866 42.75508),18,CHEROKEE,1071100,Cocktails /RTD,55,SAZERAC NORTH AMERICA,57174,Chi-Chi's Skinny Margarita,6,1750,6.5,9.75,2,18.52,3.5,0.92
INV-16681700055,01/02/19,2622,Hy-Vee Food Store / Iowa City,1125 N Dodge St,Iowa City,52240,POINT (-91.518868 41.676095),52,JOHNSON,1012100,Canadian Whiskies,115,CONSTELLATION BRANDS INC,11788,Black Velvet,6,1750,10.45,15.68,24,376.32,42,11.09
INV-16686000106,01/02/19,4167,"Iowa Street Market, Inc.",1256 Iowa St,Dubuque,52001,POINT (-90.668138 42.504959),31,DUBUQUE,1031100,American Vodkas,301,FIFTH GENERATION INC,38178,Titos Handmade Vodka,6,1750,19,28.5,12,342,21,5.54
INV-16689600039,01/02/19,2666,Hy-Vee Food Store #2 / State Ankeny,2510 SW State St,Ankeny,50023,POINT (-93.621824 41.705188),77,Polk,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,20246,Old Crow,12,750,5.5,8.25,12,99,9,2.37
INV-16682800130,01/02/19,2513,Hy-Vee Food Store #2 / Iowa City,812  S 1st Ave,Iowa City,52240,,52,JOHNSON,1062300,Aged Dark Rum,260,DIAGEO AMERICAS,43621,Myers's Original Dark Rum,12,750,10,15,6,90,4.5,1.18
INV-16699200005,01/02/19,4904,Larchwood Quick Stop,832 Broadway St,Larchwood,51241,POINT (-96.43415 43.45255),60,LYON,1012100,Canadian Whiskies,115,CONSTELLATION BRANDS INC,11788,Black Velvet,6,1750,10.45,15.68,6,94.08,10.5,2.77
INV-16690700055,01/02/19,2619,Hy-Vee Wine and Spirits / WDM,1725  74th St,West Des Moines,50266,POINT (-93.808855 41.598515),77,POLK,1011200,Straight Bourbon Whiskies,55,SAZERAC NORTH AMERICA,21595,Ten High PET,12,750,4.1,6.15,12,73.8,9,2.37
INV-16687900004,01/02/19,2529,Hy-Vee Drugstore #4 / Cedar Rapids,4825 Johnson Ave NW,Cedar Rapids,52405,POINT (-91.73337 41.968343),57,LINN,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,11294,Crown Royal,24,375,8,12,3,36,1.12,0.29
INV-16688800006,01/02/19,5230,Point Liquor & Tobacco,"3221, Center Point Rd NE",Cedar Rapids,52402,POINT (-91.663629 42.01133),57,LINN,1012100,Canadian Whiskies,115,CONSTELLATION BRANDS INC,10550,Black Velvet Toasted Caramel,12,750,6.75,10.13,12,121.56,9,2.37
INV-16689000053,01/02/19,4637,Kwik Shop #560 / Cedar Rapids,3301 J St,Cedar Rapids,52404,POINT (-91.666812 41.944676),57,LINN,1032100,Imported Vodkas,115,CONSTELLATION BRANDS INC,34820,Svedka 80prf,12,750,8.25,12.38,4,49.52,3,0.79
INV-16697500002,01/02/19,5703,West Side Liquor,919 West 5th Street,Waterloo,50702,POINT (-92.346356 42.488567),7,BLACK HAWK,1032100,Imported Vodkas,370,PERNOD RICARD USA,34001,Absolut Swedish Vodka 80prf Mini,10,600,7.92,11.88,2,23.76,1.2,0.31
INV-16688100028,01/02/19,3912,Smokin' Joe's #14 Tobacco and Liquor Outlet,225 Edgewood Rd,Cedar Rapids,52405,,57,LINN,1031200,American Flavored Vodka,205,E & J Gallo Winery,40598,New Amsterdam Red Berry,24,375,3.5,5.25,1,5.25,0.37,0.09
INV-16690100001,01/02/19,3691,Target Store T-1791 / Urbandale,11148 Plum Dr,Urbandale,50322,POINT (-93.769776 41.646972),77,POLK,1062500,Flavored Rum,370,PERNOD RICARD USA,42699,Malibu Mango Rum,12,750,7.49,11.24,12,134.88,9,2.37
INV-16679700023,01/02/19,3618,Wal-Mart 2716 / Cedar Rapids,3601 29th Ave SW,Cedar Rapids,52404,POINT (-91.718042 41.949215),57,LINN,1031200,American Flavored Vodka,260,DIAGEO AMERICAS,77852,Smirnoff Watermelon,12,750,8.25,12.38,12,148.56,9,2.37
INV-16691100003,01/02/19,4378,Kum & Go #1202 / Waukee,650 W Hickman Rd,Waukee,50263,POINT (-93.887586 41.614927),25,DALLAS,1031100,American Vodkas,205,E & J Gallo Winery,36968,New Amsterdam 80prf,24,375,3.5,5.25,24,126,9,2.37
INV-16677800006,01/02/19,3644,Wal-Mart 2764 / Altoona,3501  8th St SW,Altoona,50009,POINT (-93.505276 41.644195),77,POLK,1011200,Straight Bourbon Whiskies,259,Heaven Hill Brands,17956,Evan Williams Str Bourbon,12,750,7.74,11.61,12,139.32,9,2.37
INV-16679800082,01/02/19,2509,Hy-Vee / Drugtown #1 / Cedar Rapids,1520 6th St SW,Cedar Rapids,52404,POINT (-91.67706 41.962419),57,LINN,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,86886,Southern Comfort,12,750,10.33,15.5,12,186,9,2.37
INV-16682500063,01/02/19,5111,Creekside Market,2601 Hwy 6 East,Iowa City,52240,POINT (-91.493643 41.633009),52,JOHNSON,1032100,Imported Vodkas,35,BACARDI USA INC,34423,Grey Goose,12,375,9,13.5,1,13.5,0.37,0.09
INV-16685600067,01/02/19,5427,Beecher Liquor,1691 Asbury Rd,Dubuque,52001,POINT (-90.696886 42.500775000000004),31,DUBUQUE,1081100,Coffee Liqueurs,434,LUXCO INC,72816,Caffe Lolita Coffee Liqueur,12,750,5,7.5,2,15,1.5,0.39
INV-16701500044,01/02/19,5357,Gameday Liquor/ Orange City,632 8th St. SE,Orange City,51041,POINT (-96.051138 42.99748400000001),84,SIOUX,1022100,Mixto Tequila,395,PROXIMO,89198,Jose Cuervo Especial Reposado,6,1750,21,31.5,1,31.5,1.75,0.46
INV-16694300021,01/02/19,2576,Hy-Vee Wine and Spirits / Storm Lake,1250 N Lake St,Storm Lake,50588,POINT (-95.200758 42.65318400000001),11,BUENA VIST,1012400,Irish Whiskies,395,PROXIMO,15526,Bushmills Black Bush Irish Whiskey,12,750,20.9,31.35,1,31.35,0.75,0.19
INV-16694100010,01/02/19,2597,Hy-Vee Food Store / Cherokee,1300 N. Second,Cherokee,51012,POINT (-95.552585 42.765259),18,CHEROKEE,1011400,Tennessee Whiskies,85,Brown Forman Corp.,26826,Jack Daniels Old #7 Black Label,12,750,15.57,23.36,12,280.32,9,2.37
INV-16692600064,01/02/19,2200,Sac Liquor Store,619 E Main St,Sac City,50583,POINT (-94.974011 42.421341),81,SAC,1082200,Imported Schnapps,421,SAZERAC COMPANY  INC,69711,Dr McGillicuddys Wild Grape,12,750,8.66,12.99,1,12.99,0.75,0.19
INV-16690300004,01/02/19,4449,Kum & Go #121 / Urbandale,12041 Douglas Pkwy,Urbandale,50322,,77,POLK,1062200,White Rum,35,BACARDI USA INC,43126,Bacardi Superior,12,750,8.26,12.39,3,37.17,2.25,0.59
INV-16678000013,01/02/19,2532,Hy-Vee Food Store #2 / Des Moines,2540 E Euclid,Des Moines,50317,POINT (-93.569452 41.627838),77,POLK,1011200,Straight Bourbon Whiskies,260,DIAGEO AMERICAS,17086,Bulleit Bourbon,12,750,16,24,12,288,9,2.37
INV-16679100046,01/02/19,2549,Hy-Vee Food Store / Indianola,910 N Jefferson,Indianola,50125,,91,WARREN,1081600,Whiskey Liqueur,285,Charles Jacquin Et Cie,77472,Sweet Revenge,6,750,10.98,16.47,3,49.41,2.25,0.59
INV-16694500015,01/02/19,5326,Als Liquor,215 W. Milwaukee Ave,Storm Lake,50588,POINT (-95.202405 42.647492),11,BUENA VIST,1062400,Spiced Rum,259,Heaven Hill Brands,43027,Admiral Nelson Spiced Rum,12,1000,7.28,10.92,2,21.84,2,0.52
INV-16683900025,01/02/19,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,50320,POINT (-93.596754 41.554101),77,POLK,1082000,Imported Cordials & Liqueurs,305,Mhw LTD,66243,Rothman & Winter Orchard Pear,12,750,12.42,18.63,1,18.63,0.75,0.19
INV-16678800018,01/02/19,2527,Hy-Vee Food Store #5 / Des Moines,1107 SE Army Post Rd,Des Moines,50315,POINT (-93.602372 41.526289),77,POLK,1031100,American Vodkas,205,E & J Gallo Winery,36969,New Amsterdam 80prf,12,750,7.5,11.25,12,135,9,2.37
INV-16679300026,01/02/19,4482,Indy 66 West #929 / Indianola,2001 W 2nd Ave,Indianola,50125,POINT (-93.58762800000001 41.356153),91,WARREN,1011200,Straight Bourbon Whiskies,259,Heaven Hill Brands,17956,Evan Williams Str Bourbon,12,750,7.74,11.61,12,139.32,9,2.37
INV-16696300016,01/02/19,4648,Prime Mart / Broadway Waterloo,508 Broadway St,Waterloo,50703,POINT (-92.345104 42.510573),7,BLACK HAWK,1062200,White Rum,434,LUXCO INC,45274,Paramount White Rum,24,375,2.96,4.44,24,106.56,9,2.37
INV-16680800092,01/02/19,2605,Hy-Vee Drugstore #5 / Cedar Rapids,2001 Blairs Ferry Road NE,Cedar Rapids,52402,POINT (-91.668909 42.034799),57,LINN,1012100,Canadian Whiskies,380,Phillips Beverage,14501,Revel Stoke Smoked Vanilla,12,750,7.99,11.99,12,136.68,9,2.37
INV-16682400052,01/02/19,3896,Smokin' Joe's #18 Tobacco and Liquor Outlet,1901 Broadway St,Iowa City,52240,POINT (-91.520308 41.641383),52,JOHNSON,1011200,Straight Bourbon Whiskies,461,Skyy Spirits Inc,22151,Wild Turkey 101 Mini,12,500,12.45,18.68,1,18.68,0.5,0.13
INV-16680500039,01/02/19,3385,Sam's Club 8162 / Cedar Rapids,2605 Blairs Ferry Rd NE,Cedar Rapids,52402,POINT (-91.67969 42.031819),57,LINN,1032200,Imported Flavored Vodka,370,PERNOD RICARD USA,34029,Absolut Citron,12,1000,14.99,22.49,24,539.76,24,6.34
INV-16677600020,01/02/19,2478,Prairie Meadows,One Prairie Meadows Drive,Altoona,50009,,77,POLK,1031200,American Flavored Vodka,434,LUXCO INC,35179,Pearl Blueberry,12,750,7,10.5,2,21,1.5,0.39
INV-16697400026,01/02/19,4265,Kwik Stop 3 / Waterloo,1104 Washington St,Waterloo,50702,POINT (-92.336965 42.489106),7,BLACK HAWK,1051100,American Brandies,205,E & J Gallo Winery,52593,E & J VS,24,200,2,3,24,72,4.8,1.26
INV-16696400008,01/02/19,5599,Kwik Stop 4,515 Broadway St,Waterloo,50703,POINT (-92.345106 42.510792),7,BLACK HAWK,1031100,American Vodkas,297,Laird & Company,35914,Five O'Clock Vodka,24,375,1.93,2.9,24,69.6,9,2.37
INV-16687800013,01/02/19,4921,Market Express,5340 16th Ave SW,Cedar Rapids,52404,POINT (-91.739906 41.963888),57,LINN,1031100,American Vodkas,434,LUXCO INC,36307,Hawkeye Vodka,12,1000,4.05,6.08,12,72.96,12,3.17
INV-16688400008,01/02/19,5636,Big Discount Liquor,5427  Center Point Rd,Cedar Rapids,52402,,57,LINN,1031200,American Flavored Vodka,260,DIAGEO AMERICAS,77674,Smirnoff Green Apple,12,750,8.25,12.38,1,12.38,0.75,0.19
INV-16678800033,01/02/19,2527,Hy-Vee Food Store #5 / Des Moines,1107 SE Army Post Rd,Des Moines,50315,POINT (-93.602372 41.526289),77,POLK,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,19112,Jim Beam Devils Cut,12,750,15.07,22.61,2,45.22,1.5,0.39
INV-16693400024,01/02/19,5635,"Brew, Gas, Coffee, Spirit, Cigaratte",404  11th St,Correctionville,51016,POINT (-95.785271 42.482223),97,WOODBURY,1082200,Imported Schnapps,421,SAZERAC COMPANY  INC,69611,Dr McGillicuddys Apple Pie,12,750,8.66,12.99,12,155.88,9,2.37
INV-16695400066,01/02/19,2505,Hy-Vee Wine and Spirits / Boone,1111  8TH ST,Boone,50036,POINT (-93.876159 42.06479800000001),8,BOONE,1011400,Tennessee Whiskies,85,Brown Forman Corp.,26824,Jack Daniels Old #7 Black Label Square,24,375,7.5,11.25,4,45,1.5,0.39
INV-16689600084,01/02/19,2666,Hy-Vee Food Store #2 / State Ankeny,2510 SW State St,Ankeny,50023,POINT (-93.621824 41.705188),77,Polk,1031100,American Vodkas,259,Heaven Hill Brands,36124,Deep Eddy Straight Vodka,6,1750,14,21,6,126,10.5,2.77
INV-16685600024,01/02/19,5427,Beecher Liquor,1691 Asbury Rd,Dubuque,52001,POINT (-90.696886 42.500775000000004),31,DUBUQUE,1031100,American Vodkas,434,LUXCO INC,36301,Hawkeye Vodka Mini,12,500,4.13,6.2,12,74.4,6,1.58
INV-16683400004,01/02/19,4837,Kum & Go #51 / Iowa City,323 E Burlington St,Iowa City,52240,POINT (-91.530633 41.657837),52,JOHNSON,1031200,American Flavored Vodka,205,E & J Gallo Winery,40593,New Amsterdam Peach,24,375,3.5,5.25,24,126,9,2.37
INV-16679100023,01/02/19,2549,Hy-Vee Food Store / Indianola,910 N Jefferson,Indianola,50125,,91,WARREN,1062200,White Rum,380,Phillips Beverage,45419,Phillips White Rum,12,1000,4.45,6.68,12,80.16,12,3.17
INV-16680400019,01/02/19,4636,Kwik Shop #561 / Cedar Rapids,2904 Center Point Rd NE,Cedar Rapids,52402,POINT (-91.662822 42.007194),57,LINN,1052100,Imported Brandies,420,MOET HENNESSY USA,48099,Hennessy VS,24,200,6.24,9.36,8,74.88,1.6,0.42
INV-16682900034,01/02/19,2545,Hy-Vee Drugstore / Iowa City,310 N 1st St,Iowa City,52245,POINT (-91.528105 42.207428),52,JOHNSON,1032100,Imported Vodkas,35,BACARDI USA INC,34423,Grey Goose,12,375,9,13.5,2,27,0.75,0.19
INV-16696600023,01/02/19,4902,Broadway Liquor,821 Broadway St,Waterloo,50703,POINT (-92.345144 42.513772),7,BLACK HAWK,1041100,American Dry Gins,370,PERNOD RICARD USA,32234,Seagrams Extra Dry Gin,24,375,3.39,5.09,24,122.16,9,2.37
INV-16680000024,01/02/19,2588,Hy-Vee Food and Drug #6 / Cedar Rapids,4035 Mt Vernon Rd SE,Cedar Rapids,52403,POINT (-91.60978 41.976835),57,LINN,1031100,American Vodkas,301,FIFTH GENERATION INC,38179,Titos Handmade Vodka,24,200,3.49,5.24,6,31.44,1.2,0.31
INV-16679600115,01/02/19,2647,Hy-Vee #7 / Cedar Rapids,5050 Edgewood Rd,Cedar Rapids,52411,POINT (-91.701581 42.030129),57,LINN,1051100,American Brandies,259,Heaven Hill Brands,52317,Christian Bros Brandy-Square,12,1000,7.11,10.67,2,21.34,2,0.52
INV-16693100029,01/02/19,5151,IDA Liquor,"500, Hwy 175",Ida Grove,51445,,47,IDA,1082200,Imported Schnapps,421,SAZERAC COMPANY  INC,69636,Dr McGillicuddys Cherry,12,750,8.66,12.99,12,155.88,9,2.37
INV-16690100025,01/02/19,3691,Target Store T-1791 / Urbandale,11148 Plum Dr,Urbandale,50322,POINT (-93.769776 41.646972),77,POLK,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64866,Fireball Cinnamon Whiskey,12,750,9,13.5,12,162,9,2.37
INV-16684500016,01/02/19,3944,Sam's Club 4973 / Dubuque,4400 Asbury Rd,Dubuque,52002,POINT (-90.737821 42.515289),31,DUBUQUE,1031100,American Vodkas,297,Laird & Company,35917,Five O'Clock Vodka,12,1000,4.17,6.26,24,150.24,24,6.34
INV-16680200187,01/02/19,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 Oakland Road NE,Cedar Rapids,52402,POINT (-91.658105 42.010971),57,LINN,1062500,Flavored Rum,260,DIAGEO AMERICAS,43299,Captain Morgan Coconut,12,750,8.26,12.39,2,24.78,1.5,0.39
INV-16690700066,01/02/19,2619,Hy-Vee Wine and Spirits / WDM,1725  74th St,West Des Moines,50266,POINT (-93.808855 41.598515),77,POLK,1082000,Imported Cordials & Liqueurs,65,Jim Beam Brands,67006,Midori Melon Liqueur,12,750,11.49,17.24,3,51.72,2.25,0.59
INV-16695300006,01/02/19,4831,L & M Gas & Grocery / Boone,"320, W Mamie Eisenhower Ave",Boone,50036,POINT (-93.896855 42.05934),8,BOONE,1022100,Mixto Tequila,395,PROXIMO,89193,Jose Cuervo Especial Reposado,48,200,3,4.5,4,18,0.8,0.21
INV-16680500053,01/02/19,3385,Sam's Club 8162 / Cedar Rapids,2605 Blairs Ferry Rd NE,Cedar Rapids,52402,POINT (-91.67969 42.031819),57,LINN,1032200,Imported Flavored Vodka,277,STOLI GROUP,34786,Stolichnaya Blueberi,12,750,9.99,14.99,12,179.88,9,2.37
INV-16683900033,01/02/19,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,50320,POINT (-93.596754 41.554101),77,POLK,1012400,Irish Whiskies,395,PROXIMO,15777,Bushmills Irish Whiskey,12,1000,17.25,25.88,12,310.56,12,3.17
INV-16695400057,01/02/19,2505,Hy-Vee Wine and Spirits / Boone,1111  8TH ST,Boone,50036,POINT (-93.876159 42.06479800000001),8,BOONE,1012100,Canadian Whiskies,115,CONSTELLATION BRANDS INC,11773,Black Velvet,48,200,1.56,2.34,5,11.7,1,0.26
INV-16687400026,01/02/19,4299,Hometown Market / Central City,9 Waterhouse Ave,Central City,52214,POINT (-91.530478 42.199296),57,LINN,1031200,American Flavored Vodka,260,DIAGEO AMERICAS,77668,Smirnoff Grape,12,750,8.25,12.38,1,12.38,0.75,0.19
INV-16679600031,01/02/19,2647,Hy-Vee #7 / Cedar Rapids,5050 Edgewood Rd,Cedar Rapids,52411,POINT (-91.701581 42.030129),57,LINN,1011400,Tennessee Whiskies,85,Brown Forman Corp.,26821,Jack Daniels Old #7 Black Label Mini,12,500,9.06,13.59,1,13.59,0.5,0.13
INV-16695500011,01/02/19,5471,World Liquor & Tobacco + Vapors,1030 8th St,Boone,50036,POINT (-93.876918 42.063831),8,BOONE,1031100,American Vodkas,434,LUXCO INC,36308,Hawkeye Vodka,6,1750,7.17,10.76,48,516.48,84,22.19
INV-16689900013,01/02/19,4131,Fareway Stores #933 / Urbandale,8450 Meredith Dr,Urbandale,50322,POINT (-93.734312 41.643829),77,POLK,1011200,Straight Bourbon Whiskies,260,DIAGEO AMERICAS,17086,Bulleit Bourbon,12,750,16,24,4,96,3,0.79
INV-16683800044,01/02/19,5460,Smokin Joe's # 6 Tobacco and Liquor Outlet,2411 2nd St Ste 4,Coralville,52241,POINT (-91.599549 41.68363),52,JOHNSON,1032100,Imported Vodkas,260,DIAGEO AMERICAS,34197,Ciroc 80prf,12,375,9.25,13.88,3,41.64,1.12,0.29
